timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1775334319987,70,POST /empresas,200,,Thread Group 1-8,text,true,,234,301,1,1,http://localhost:8080/empresas,70,0,0
1775334320057,23,GET /empresas,200,,Thread Group 1-8,text,true,,48570,157,1,1,http://localhost:8080/empresas,23,0,0
1775334320080,16,GET /empleados,200,,Thread Group 1-8,text,true,,174,158,1,1,http://localhost:8080/empleados,16,0,0
1775334320096,16,GET /roles,200,,Thread Group 1-8,text,true,,174,154,1,1,http://localhost:8080/roles,16,0,0
1775334320112,21,GET /gateways,200,,Thread Group 1-8,text,true,,174,167,1,1,http://localhost:8080/gateways/proceso/1,21,0,0
1775334320133,19,GET /arcos,200,,Thread Group 1-8,text,true,,174,164,1,1,http://localhost:8080/arcos/proceso/1,19,0,0
1775334320180,25,GET /empresas,200,,Thread Group 1-9,text,true,,48570,157,2,2,http://localhost:8080/empresas,25,0,1
1775334320152,59,POST /empresas,200,,Thread Group 1-8,text,true,,234,301,2,2,http://localhost:8080/empresas,59,0,0
1775334320205,17,GET /empleados,200,,Thread Group 1-9,text,true,,174,158,2,2,http://localhost:8080/empleados,17,0,0
1775334320211,22,GET /empresas,200,,Thread Group 1-8,text,true,,48632,157,2,2,http://localhost:8080/empresas,22,0,0
